City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
585,Mutoko,ZW,65.88,broken clouds,-17.397,32.2268,Mutoko Hotel
586,Hajnowka,PL,33.03,overcast clouds,52.7433,23.5812,"Zajazd ""Wrota Lasu"""
587,Huilong,CN,47.93,clear sky,31.8111,121.655,Hilton Garden Inn Qidong
589,Kashi,CN,61.81,overcast clouds,39.4547,75.9797,帕米尔青年旅舍
593,Kuito,AO,62.15,moderate rain,-12.3833,16.9333,Herdeiros de Antunes Capusso
595,Methoni,GR,60.66,scattered clouds,36.8197,21.7049,Methoni Beach Hotel
596,Sisimiut,GL,33.55,broken clouds,66.9395,-53.6735,Hotel Sisimiut
598,Puerto Del Rosario,ES,67.75,broken clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
599,Lenger,KZ,49.44,few clouds,42.183,69.8839,Gostevoy Dom 1
601,Dauriya,RU,36.7,clear sky,49.9333,116.8667,
602,Ponta Delgada,PT,61.52,few clouds,37.7333,-25.6667,Vila Nova Hotel
605,Borovskoy,KZ,37.85,light rain,53.8,64.15,Аренда жилья/Баня
606,Kapit,MY,72.43,overcast clouds,2.0167,112.9333,Hotel Meligai Kapit
609,Pingliang,CN,43.72,clear sky,35.5392,106.6861,North Gate Hostel
613,Wasilla,US,35.65,clear sky,61.5814,-149.4394,Alaska's Select Inn Wasilla
614,Taft,IR,71.55,clear sky,31.7471,54.2088,عمارت ساعتی تفت
615,Hofn,IS,45.46,overcast clouds,64.2539,-15.2082,Hótel Höfn
616,Cap Malheureux,MU,74.46,heavy intensity rain,-19.9842,57.6142,Pereybere Hotel & Spa
617,Nemuro,JP,33.46,clear sky,43.3236,145.575,Hotel Nemuro Kaiyoutei
618,Saint-Augustin,CA,33.12,light snow,51.226,-58.6502,
620,Gotemba,JP,39.72,light rain,35.3,138.9333,マースガーデンウッド御殿場
621,Grandview,US,59.68,few clouds,38.8858,-94.533,Holiday Inn Express & Suites Kansas City-Grandview
624,Huron,US,46.11,broken clouds,41.1501,-82.5499,Meadow Brook Mobile Estates
625,Burriana,ES,59.13,scattered clouds,39.889,-0.085,Hotel Beatriz
627,Sioux Lookout,CA,35.67,overcast clouds,50.1001,-91.917,Knobby's Fly-In Camps
634,Pasighat,IN,70.77,scattered clouds,28.0667,95.3333,Siang Guest House
640,Port Augusta,AU,60.64,overcast clouds,-32.5,137.7667,Majestic Oasis Apartments
642,Goderich,CA,36.91,overcast clouds,43.7501,-81.7165,Harmony Inn
643,Zabol,AF,58.24,clear sky,32.25,67.25,
645,Waynesville,US,64.11,broken clouds,35.4887,-82.9887,Best Western Smoky Mountain Inn
646,Gorontalo,ID,74.41,light rain,0.5412,123.0595,Maqna Hotel by Prasanthi
647,Shenjiamen,CN,48.9,overcast clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
648,Surman,LY,61.93,clear sky,32.7567,12.5716,عمارة السفير
649,Hauterive,FR,36.36,light snow,46.0901,3.4459,Aletti Palace Hotel
651,Northam,GB,46.65,broken clouds,51.0333,-4.2167,Durrant House Hotel
652,Shimoda,JP,45.1,light rain,34.6667,138.95,Shimoda Tokyu Hotel
653,Hasanabad,IR,70.02,clear sky,36.5465,61.0543,
655,Shahrud,IR,62.15,clear sky,36.4182,54.9763,Royal Hotel
656,Melfi,IT,38.5,few clouds,40.9965,15.6514,HOTEL TERME DI RAPOLLA
659,Thoen,TH,74.5,overcast clouds,17.6129,99.2161,บ้านห้องนอน
661,Sobolevo,RU,30.78,light snow,54.4299,31.8996,
662,Ballymena,GB,47.01,broken clouds,54.8636,-6.2763,Adair Arms Hotel
663,Ahipara,NZ,62.46,overcast clouds,-35.1667,173.1667,Ahipara Holiday Park
664,Warman,CA,36.09,broken clouds,52.3168,-106.5679,Days Inn & Suites by Wyndham Warman Legends Centre
665,Petawawa,CA,44.28,broken clouds,45.9001,-77.3328,Petawawa River Inn & Suites
667,Mosquera,CO,64.49,broken clouds,4.7059,-74.2302,Hotel SJ
668,Villa San Giovanni,IT,52.21,scattered clouds,38.2276,15.6386,Capo Peloro Resort
670,Susanville,US,53.91,few clouds,40.4163,-120.653,Comfort Inn & Suites
671,Namie,JP,33.55,broken clouds,37.4833,141.0,いこいの村なみえ
673,Teberda,RU,46.81,scattered clouds,43.4456,41.7448,U Ally Hotel
675,Zvishavane,ZW,72.84,scattered clouds,-20.3267,30.0665,Hotel Boutique Runde
679,Harnosand,SE,35.62,overcast clouds,62.6323,17.9379,First Hotel Stadt
681,Livingston,GB,46.29,few clouds,55.9029,-3.5226,Mercure Livingston Hotel
683,Waipawa,NZ,53.08,scattered clouds,-41.4122,175.5153,Tora Coastal Walk
685,Cabra,ES,55.65,broken clouds,37.4725,-4.4421,MS Fuente Las Piedras
687,La Baule-Escoublac,FR,44.71,broken clouds,47.2922,-2.364,Hôtel Barrière Le Royal La Baule
688,Kuzedeyevo,RU,33.4,snow,53.3308,87.2019,Lavochka
689,Lardos,GR,64.22,clear sky,36.0942,28.0157,Lindos Princess Beach Hotel
692,Mariestad,SE,37.87,few clouds,58.7097,13.8237,Hotel Wictoria
693,Konya,TR,63.88,overcast clouds,38.1667,32.5,Bahcesaray Koyu Muhtarligi
694,Jiaohe,CN,34.11,few clouds,43.7286,127.3447,Home Inn Fashion Hotel
695,Miles City,US,49.17,clear sky,46.4083,-105.8406,FairBridge Inn & Suites Miles City
704,Huntsville,US,58.78,overcast clouds,34.7304,-86.5861,Embassy Suites by Hilton Huntsville Hotel & Spa
705,Bonavista,CA,37.31,overcast clouds,48.6499,-53.1147,Sweet Sharons bnb
706,Tongchuan,CN,46.87,clear sky,35.0806,109.0897,Tongchuan Hotel
