City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Jumla,NP,29.2747,82.1838,48.88,66,2,4.32,clear sky
348,Saint Anthony,US,45.0205,-93.218,48.09,68,75,11.5,broken clouds
349,Oranjemund,NA,-28.55,16.4333,59.5,93,4,4.92,clear sky
350,Napanee,CA,44.2501,-76.9494,44.94,46,45,3.8,scattered clouds
351,Lagoa,PT,39.05,-27.9833,59.2,66,6,11.59,clear sky
352,Mount Gambier,AU,-37.8333,140.7667,53.51,94,79,8.05,broken clouds
353,Takestan,IR,36.0696,49.6959,62.73,28,29,3.15,scattered clouds
354,Mahina,PF,-17.5065,-149.489,78.57,78,40,2.3,scattered clouds
355,Henties Bay,NA,-22.116,14.2845,61.63,83,2,8.25,clear sky
356,Smithers,CA,54.7804,-127.1743,37.72,60,40,10.36,scattered clouds
357,Anadyr,RU,64.75,177.4833,14.5,92,40,4.47,light shower snow
358,Bambanglipuro,ID,-7.95,110.2833,76.77,86,98,2.75,overcast clouds
359,Necochea,AR,-38.5473,-58.7368,68.32,42,4,19.55,clear sky
360,Puerto Narino,CO,-3.7703,-70.3831,69.37,99,100,3.11,overcast clouds
361,Demba,CD,-5.51,22.2667,69.64,92,100,4.12,overcast clouds
362,Swinford,IE,53.95,-8.95,47.34,72,61,8.95,broken clouds
363,Seminole,US,28.7086,-81.2081,84.29,72,100,6.91,overcast clouds
364,Matagami,CA,49.7502,-77.6328,37.51,56,0,12.66,clear sky
365,Mbandaka,CD,0.0487,18.2603,72.45,89,99,4.18,overcast clouds
366,Sabang,ID,5.8933,95.3214,82.2,75,100,7.63,light rain
367,Dukuhturi,ID,-6.9,109.0833,78.49,86,92,4.81,overcast clouds
368,Jamkhed,IN,18.7362,75.3121,90.55,12,8,9.66,clear sky
369,Khokhlovo,RU,59.1492,37.3998,28.42,85,100,8.48,overcast clouds
370,Umm Kaddadah,SD,13.6017,26.6876,85.75,10,10,12.82,clear sky
371,Kutum,SD,14.2,24.6667,81.64,7,76,11.74,broken clouds
372,Jaen,ES,38.0,-3.5,55.02,39,20,9.04,few clouds
373,Canita,PA,9.2097,-78.8811,87.46,61,82,10.18,broken clouds
374,Palma Del Rio,ES,37.7002,-5.2812,61.12,51,49,6.29,scattered clouds
375,Egvekinot,RU,66.3167,-179.1667,-11.16,88,14,15.52,few clouds
376,Datong,CN,40.0936,113.2914,39.78,28,1,4.36,clear sky
377,Vestmannaeyjar,IS,63.4427,-20.2734,45.59,100,100,13.8,moderate rain
378,Dunedin,NZ,-45.8742,170.5036,53.8,88,26,1.99,scattered clouds
379,Balud,PH,10.1476,123.6953,75.16,84,98,7.81,light rain
380,Senhor Do Bonfim,BR,-10.4614,-40.1894,81.77,53,98,8.55,overcast clouds
381,Grande Prairie,CA,55.1667,-118.8027,41.18,48,40,18.41,scattered clouds
382,Awbari,LY,26.5921,12.7805,82.6,13,100,10.02,overcast clouds
383,Bratsk,RU,56.1325,101.6142,28.89,85,98,12.68,overcast clouds
384,Pasni,PK,25.2631,63.471,78.12,68,1,1.86,clear sky
385,Nsanje,MW,-16.92,35.262,74.1,97,26,3.4,scattered clouds
386,Havelock,US,34.8791,-76.9013,64.02,61,0,10.36,clear sky
387,Thompson,CA,55.7435,-97.8558,21.36,58,40,2.3,scattered clouds
388,Trincomalee,LK,8.5711,81.2335,80.51,80,73,8.12,broken clouds
389,Moshenskoye,RU,58.5102,34.5911,25.54,85,100,8.9,overcast clouds
390,Nouakchott,MR,18.0858,-15.9785,71.53,74,31,17.18,scattered clouds
391,Les Cayes,HT,18.2,-73.75,83.44,64,53,12.35,broken clouds
392,Vangaindrano,MG,-23.35,47.6,71.78,90,1,1.25,light rain
393,Nichinan,JP,31.6,131.3667,50.47,69,100,10.02,light rain
394,Broome,US,42.2506,-75.833,44.19,56,75,4.0,broken clouds
395,Meadow Lake,US,34.8014,-106.5436,68.61,23,0,7.56,clear sky
396,Abohar,IN,30.15,74.1833,77.94,5,0,4.7,clear sky
397,Aba,NG,5.1066,7.3667,81.37,75,95,9.89,overcast clouds
398,Namtsy,RU,62.7161,129.6658,13.51,95,100,8.28,overcast clouds
399,Vieste,IT,41.8825,16.175,50.32,62,99,22.75,overcast clouds
400,Lavrentiya,RU,65.5833,-171.0,0.73,75,1,9.31,clear sky
401,Marquette,US,46.5333,-87.6335,37.76,76,100,5.37,overcast clouds
402,Ippy,CF,6.2679,21.2247,86.23,36,78,6.67,broken clouds
403,Grand Gaube,MU,-20.0064,57.6608,74.37,92,100,8.01,heavy intensity rain
404,Shelbyville,US,35.4834,-86.4603,58.01,49,40,4.61,scattered clouds
405,Akdepe,TM,42.0551,59.3788,66.29,20,95,10.78,overcast clouds
406,Zhangjiakou,CN,40.81,114.8794,42.6,31,7,1.77,clear sky
407,Bilibino,RU,68.0546,166.4372,-2.27,90,98,3.47,overcast clouds
408,Royton,GB,53.5651,-2.1227,48.04,62,77,6.06,broken clouds
409,Lahaina,US,20.8783,-156.6825,74.8,87,22,14.29,few clouds
410,Katangli,RU,51.7102,143.2326,21.88,87,43,11.97,scattered clouds
411,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,64,13,5.68,few clouds
412,Abbeville,FR,50.1,1.8333,45.25,61,66,13.15,broken clouds
413,Sarh,TD,9.1429,18.3923,98.51,25,0,0.0,clear sky
414,Havre-Saint-Pierre,CA,50.2334,-63.5986,41.36,56,100,16.11,overcast clouds
415,Ukiah,US,39.1502,-123.2078,67.37,50,0,3.44,clear sky
416,Nicoya,CR,10.1483,-85.452,96.33,31,34,5.53,scattered clouds
417,Filadelfia,US,39.9523,-75.1638,53.44,39,75,10.36,broken clouds
418,Itarema,BR,-2.9248,-39.9167,79.99,83,87,9.57,overcast clouds
419,Kloulklubed,PW,7.0419,134.2556,75.7,75,100,4.52,overcast clouds
420,Amurrio,ES,43.05,-3.0,45.12,85,94,4.38,overcast clouds
421,Vila Velha,BR,-20.3297,-40.2925,87.75,73,20,18.41,few clouds
422,Shache,CN,38.4167,77.2406,61.07,22,100,2.53,overcast clouds
423,Paita,PE,-5.0892,-81.1144,77.74,66,88,10.74,overcast clouds
424,Ancud,CL,-41.8697,-73.8203,50.23,73,99,18.66,overcast clouds
425,Baghdad,IQ,33.3406,44.4009,76.91,18,0,3.44,clear sky
426,Baruun-Urt,MN,46.6806,113.2792,36.77,33,5,9.73,clear sky
427,Constitucion,CL,-35.3333,-72.4167,64.99,61,4,14.07,clear sky
428,La Orilla,MX,17.9833,-102.2333,80.38,54,87,9.89,overcast clouds
429,Magole,TZ,-6.3667,37.3667,75.61,73,64,4.09,broken clouds
430,Upata,VE,8.0086,-62.3989,93.99,24,19,6.67,few clouds
431,Maragogi,BR,-9.0122,-35.2225,82.63,69,26,8.48,scattered clouds
432,Marsh Harbour,BS,26.5412,-77.0636,78.51,76,7,10.45,clear sky
433,Calvinia,ZA,-31.4707,19.776,64.65,48,19,12.88,few clouds
434,Yelabuga,RU,55.7613,52.0649,33.35,100,100,3.98,overcast clouds
435,Margate,GB,51.3813,1.3862,44.31,58,24,8.01,few clouds
436,Placido De Castro,BR,-10.3353,-67.1856,79.16,55,100,4.12,overcast clouds
437,Santander De Quilichao,CO,3.0095,-76.4849,82.85,56,46,4.05,scattered clouds
438,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,83.17,66,23,8.41,few clouds
439,Kendari,ID,-3.945,122.4989,75.56,93,99,5.79,moderate rain
440,Peace River,CA,56.2501,-117.286,41.31,56,40,20.71,scattered clouds
441,Koumra,TD,8.9126,17.5539,95.49,13,14,4.21,few clouds
442,Skibbereen,IE,51.55,-9.2667,50.11,79,86,11.07,overcast clouds
443,Praya,CV,14.9215,-23.5087,77.54,57,20,25.32,few clouds
444,Matara,LK,5.9485,80.5353,77.61,83,19,2.64,few clouds
445,Trinidad,BO,-14.8333,-64.9,78.78,47,28,5.75,scattered clouds
446,Olafsvik,IS,64.8945,-23.7142,41.43,96,100,18.1,light rain
447,Huarmey,PE,-10.0681,-78.1522,75.36,71,83,11.72,broken clouds
448,Xuanwu,CN,32.069,118.8138,44.55,70,1,5.08,clear sky
449,Kieta,PG,-6.2167,155.6333,78.37,81,100,1.77,overcast clouds
450,Shajapur,IN,23.4333,76.2667,86.65,17,3,8.12,clear sky
451,Orito,CO,0.6766,-76.8771,72.52,97,100,1.34,overcast clouds
452,Praia Da Vitoria,PT,38.7333,-27.0667,64.65,72,20,12.86,few clouds
453,Rudnogorsk,RU,57.2639,103.7519,18.88,88,94,9.26,overcast clouds
454,Bobcaygeon,CA,44.5462,-78.542,46.15,50,61,5.1,broken clouds
455,Nome,US,64.5011,-165.4064,12.27,52,0,10.36,clear sky
456,Wilmington,US,34.2257,-77.9447,69.94,51,0,8.05,clear sky
457,Iguape,BR,-24.7081,-47.5553,71.31,91,100,9.19,overcast clouds
458,San Cristobal,VE,7.7669,-72.225,78.98,45,40,7.65,scattered clouds
459,North Bend,US,43.4065,-124.2243,55.17,93,0,4.61,clear sky
460,Portland,US,45.5234,-122.6762,53.29,78,20,4.0,few clouds
461,Makakilo City,US,21.3469,-158.0858,76.19,65,20,21.85,light rain
462,Cidreira,BR,-30.1811,-50.2056,71.89,69,5,14.23,clear sky
463,Nerang,AU,-27.9833,153.3333,68.38,95,49,3.09,scattered clouds
464,Alihe,CN,50.5667,123.7167,28.22,82,6,2.51,clear sky
465,Araceli,PH,10.5529,119.9913,82.27,79,96,21.99,overcast clouds
466,Revelganj,IN,25.7833,84.6667,78.71,46,0,8.72,clear sky
467,Pointe-Noire,CG,-4.7761,11.8635,77.74,87,100,5.06,overcast clouds
468,Nishihara,JP,26.1842,127.7558,63.68,78,75,8.05,broken clouds
469,Abha,SA,18.2164,42.5053,69.62,28,0,8.05,clear sky
470,Celestun,MX,20.8667,-90.4,87.3,58,5,10.47,clear sky
471,Biltine,TD,14.5333,20.9167,92.05,8,11,8.79,few clouds
472,Santiago Del Estero,AR,-27.7951,-64.2615,73.4,31,26,13.11,scattered clouds
473,Teya,RU,60.3778,92.6267,2.16,100,86,3.49,overcast clouds
474,Prince George,CA,53.9166,-122.753,40.24,61,0,12.66,clear sky
475,Boende,CD,-0.2167,20.8667,73.65,81,83,2.86,broken clouds
476,Salmas,IR,38.1973,44.7653,57.4,33,18,5.23,few clouds
477,Harper,LR,4.375,-7.7169,80.58,83,100,7.7,light rain
478,Lac-Megantic,CA,45.5834,-70.8823,32.56,71,99,14.41,overcast clouds
479,Aksu,CN,41.1231,80.2644,57.6,25,26,3.38,scattered clouds
480,Chapais,CA,49.7834,-74.8492,29.98,80,100,9.86,overcast clouds
481,Sierra Vista,US,31.5545,-110.3037,72.37,17,0,11.01,clear sky
482,Price,US,39.5994,-110.8107,58.12,22,0,4.61,clear sky
483,Beloha,MG,-25.1667,45.05,73.63,56,1,4.76,clear sky
484,Changji,CN,44.0167,87.3167,52.59,43,0,4.47,clear sky
485,Altus,US,34.6381,-99.334,63.99,64,0,12.66,clear sky
486,Talnakh,RU,69.4865,88.3972,7.21,97,100,3.98,overcast clouds
487,Tuburan,PH,6.6439,122.2736,75.76,92,100,5.99,moderate rain
488,Florianopolis,BR,-27.6146,-48.5012,70.7,81,75,6.91,broken clouds
489,Certegui,CO,5.3707,-76.6044,85.98,60,59,3.71,broken clouds
490,Coihaique,CL,-45.5752,-72.0662,51.75,62,100,5.75,light rain
491,Kiama,AU,-34.6833,150.8667,63.37,82,93,10.0,overcast clouds
492,Shar,KZ,49.5886,81.0453,31.59,98,100,4.14,overcast clouds
493,Poum,NC,-20.2333,164.0167,81.68,82,100,12.48,overcast clouds
494,Oyama,JP,36.3,139.8,49.59,61,98,4.38,overcast clouds
495,Imbituba,BR,-28.24,-48.6703,71.74,71,81,5.77,broken clouds
496,Riachao Das Neves,BR,-11.7461,-44.91,96.1,24,5,2.89,clear sky
497,Alugan,PH,12.2188,125.4808,78.98,80,97,13.87,overcast clouds
498,Daragutan,PH,17.0,122.0333,73.22,93,99,0.38,moderate rain
499,La Libertad,EC,-2.2333,-80.9,80.26,78,0,5.75,clear sky
500,San Vicente,AR,-26.6167,-54.1333,75.06,56,57,2.1,broken clouds
501,Luan,CH,46.3592,6.9759,29.03,86,100,4.0,overcast clouds
502,Flinders,AU,-34.5833,150.8552,63.18,80,96,8.01,overcast clouds
503,Nokaneng,BW,-19.6667,22.2667,80.65,40,92,3.02,overcast clouds
504,Hirara,JP,24.8,125.2833,65.89,82,100,27.96,light rain
505,Pontian Kecil,MY,1.4801,103.3899,75.52,85,12,5.41,few clouds
506,El Calvario,GT,14.1167,-89.9167,81.32,30,17,4.5,few clouds
507,Shingu,JP,33.7333,135.9833,49.59,92,100,7.92,heavy intensity rain
508,Real,PH,14.6625,121.6047,77.68,76,39,10.25,scattered clouds
509,Grand Island,US,40.925,-98.342,56.61,36,0,11.5,clear sky
510,Altamira,BR,-3.2033,-52.2064,87.89,74,75,5.75,broken clouds
511,Itoman,JP,26.1247,127.6694,64.42,77,100,4.61,overcast clouds
512,Sumbe,AO,-11.2061,13.8437,78.46,83,100,7.92,overcast clouds
513,Krasnoarmeysk,RU,51.0239,45.6969,55.72,59,100,21.79,overcast clouds
514,Xihe,CN,31.6864,113.4659,51.58,67,0,2.71,clear sky
515,Oistins,BB,13.0667,-59.5333,84.29,61,40,27.63,scattered clouds
516,Rosario Do Sul,BR,-30.2583,-54.9142,75.47,49,0,9.75,clear sky
517,Hillsborough,US,37.5741,-122.3794,65.52,72,78,4.0,broken clouds
518,Staryy Nadym,RU,65.6118,72.6842,3.56,95,59,8.66,broken clouds
519,Swedru,GH,5.5371,-0.6998,82.47,74,98,8.84,overcast clouds
520,Barcelos,PT,41.5388,-8.6151,61.92,51,0,4.68,clear sky
521,Hunterville,NZ,-39.9333,175.5667,51.69,98,67,2.95,broken clouds
522,Mount Pleasant,US,32.7941,-79.8626,70.09,66,0,11.5,clear sky
523,Acapulco,MX,16.8634,-99.8901,84.07,51,54,8.14,broken clouds
524,Tindwari,IN,25.6167,80.5333,86.18,7,0,6.51,clear sky
525,Nantucket,US,41.2835,-70.0995,51.91,46,0,17.27,clear sky
526,Nouadhibou,MR,20.931,-17.0347,67.98,73,13,16.11,few clouds
527,Ulverstone,AU,-41.15,146.1667,50.22,71,2,8.5,clear sky
528,Dryden,CA,49.7833,-92.7503,35.89,60,100,8.05,overcast clouds
529,Miami Beach,US,25.7906,-80.1301,90.01,67,40,13.8,scattered clouds
530,Mason City,US,43.1536,-93.201,45.32,86,75,11.5,broken clouds
531,Sergeyevka,KZ,53.88,67.4158,36.46,81,99,16.62,overcast clouds
532,Serra Talhada,BR,-7.9919,-38.2983,85.03,50,88,11.7,overcast clouds
533,Tupik,RU,54.4253,119.9327,26.01,89,100,5.46,overcast clouds
534,Kaeo,NZ,-35.1,173.7833,59.32,95,94,2.24,overcast clouds
535,Nefteyugansk,RU,61.0998,72.6035,4.53,98,13,5.35,few clouds
536,Havoysund,NO,70.9963,24.6622,28.63,79,99,25.48,light snow
537,Roald,NO,62.5833,6.1333,39.76,93,40,13.8,scattered clouds
538,Contai,IN,21.7786,87.7536,79.3,90,40,14.58,scattered clouds
539,Springdale,US,36.1867,-94.1288,62.74,71,40,13.8,scattered clouds
540,Kandi,BJ,11.1342,2.9386,97.12,18,100,3.58,overcast clouds
541,Klyuchi,RU,52.2667,79.1667,34.74,95,100,5.79,overcast clouds
542,Moose Factory,CA,51.2585,-80.6094,39.2,52,0,9.22,clear sky
543,Ionia,US,42.9873,-85.0711,43.86,62,0,8.05,clear sky
544,Sungaipenuh,ID,-2.0833,101.3833,63.07,90,53,1.14,broken clouds
545,Discovery Bay,US,37.9085,-121.6002,67.48,56,0,13.8,clear sky
546,La Rioja,ES,42.25,-2.5,37.18,90,100,8.03,overcast clouds
547,Hay River,CA,60.8156,-115.7999,-2.22,71,75,6.91,broken clouds
548,Udachnyy,RU,66.4167,112.4,14.45,100,100,6.22,light snow
549,College,US,64.8569,-147.8028,15.08,47,75,6.91,broken clouds
550,Antalaha,MG,-14.9003,50.2788,75.34,86,63,7.34,broken clouds
551,Langsa,ID,4.4683,97.9683,74.26,97,79,2.84,broken clouds
552,Tasgaon,IN,17.0333,74.6,79.11,55,23,8.99,few clouds
553,Auki,SB,-8.7676,160.7034,76.35,87,94,4.43,overcast clouds
554,Skagen,DK,57.7209,10.5839,37.53,58,9,12.35,clear sky
555,Turukhansk,RU,65.8167,87.9833,6.06,99,98,3.09,overcast clouds
556,Mingshui,CN,36.7167,117.5,50.52,52,1,6.08,clear sky
557,Sitka,US,57.0531,-135.33,44.49,57,75,16.11,broken clouds
558,Kuytun,RU,54.3419,101.5036,32.52,84,100,13.6,overcast clouds
559,Hami,CN,42.8,93.45,53.73,14,42,3.2,scattered clouds
560,Comodoro Rivadavia,AR,-45.8667,-67.5,71.46,33,0,13.8,clear sky
561,Beruwala,LK,6.4788,79.9828,79.12,80,16,1.41,few clouds
562,Oliveira Do Hospital,PT,40.3618,-7.8601,57.09,28,9,6.33,clear sky
563,Wajima,JP,37.4,136.9,42.42,72,37,7.52,scattered clouds
564,Tommot,RU,58.9564,126.2925,8.11,97,44,2.77,scattered clouds
565,La Asuncion,VE,11.0333,-63.8628,83.93,65,12,19.57,few clouds
566,Jepara,ID,-5.1695,105.7044,74.32,95,44,3.38,scattered clouds
567,Sao Gabriel,BR,-30.3364,-54.32,76.03,47,0,9.44,clear sky
568,Ust-Kan,RU,50.9276,84.761,28.96,84,73,3.8,broken clouds
569,Waitati,NZ,-45.75,170.5667,53.8,88,13,3.36,few clouds
570,Praia,CV,14.9215,-23.5087,77.54,57,20,25.32,few clouds
571,Evans,US,33.5337,-82.1307,69.26,40,0,6.91,clear sky
572,Bon Accord,CA,53.8335,-113.4187,42.76,79,100,6.76,overcast clouds
573,Ylivieska,FI,64.0833,24.55,28.89,98,97,3.98,overcast clouds
574,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,84,75,5.75,broken clouds
575,Benguela,AO,-12.5763,13.4055,76.87,85,99,5.17,overcast clouds
576,Synya,RU,65.3718,58.0387,5.61,97,87,3.94,overcast clouds
577,Alexandria,EG,31.2156,29.9553,66.74,77,0,8.05,clear sky
578,Arlit,NE,18.7369,7.3853,92.62,3,98,8.84,overcast clouds
579,Adrar,MR,20.5022,-10.0711,94.21,9,9,15.28,clear sky
580,Murgab,TM,37.4966,61.9714,67.87,42,75,6.91,broken clouds
581,Okhotsk,RU,59.3833,143.3,3.16,89,39,8.01,scattered clouds
582,Kirensk,RU,57.7853,108.1119,20.61,94,100,8.93,light snow
583,Passo De Camaragibe,BR,-9.2368,-35.4901,87.35,64,41,7.0,scattered clouds
584,Miquelon,PM,47.0975,-56.3814,35.6,83,98,26.31,overcast clouds
585,Mutoko,ZW,-17.397,32.2268,65.88,74,63,4.23,broken clouds
586,Hajnowka,PL,52.7433,23.5812,33.03,90,100,1.99,overcast clouds
587,Huilong,CN,31.8111,121.655,47.93,65,6,4.7,clear sky
588,Hammerfest,NO,70.6634,23.6821,21.65,79,72,5.75,broken clouds
589,Kashi,CN,39.4547,75.9797,61.81,33,100,0.0,overcast clouds
590,Yerofey Pavlovich,RU,53.9667,121.9667,21.2,97,95,1.66,overcast clouds
591,San Juan,AR,-31.5375,-68.5364,78.55,15,0,7.0,clear sky
592,Arauca,CO,7.0847,-70.7591,96.76,41,40,8.05,scattered clouds
593,Kuito,AO,-12.3833,16.9333,62.15,96,99,4.21,moderate rain
594,Yerbogachen,RU,61.2767,108.0108,-0.83,99,95,4.9,overcast clouds
595,Methoni,GR,36.8197,21.7049,60.66,84,50,8.39,scattered clouds
596,Sisimiut,GL,66.9395,-53.6735,33.55,86,73,3.8,broken clouds
597,Caravelas,BR,-17.7125,-39.2481,83.88,60,9,8.21,clear sky
598,Puerto Del Rosario,ES,28.5004,-13.8627,67.75,60,75,5.75,broken clouds
599,Lenger,KZ,42.183,69.8839,49.44,58,11,5.82,few clouds
600,Tazovskiy,RU,67.4667,78.7,-2.65,100,49,6.78,scattered clouds
601,Dauriya,RU,49.9333,116.8667,36.7,42,1,5.28,clear sky
602,Ponta Delgada,PT,37.7333,-25.6667,61.52,72,20,5.75,few clouds
603,Onguday,RU,50.75,86.15,28.99,84,26,3.04,scattered clouds
604,Raymondville,US,26.4815,-97.7831,82.09,63,82,11.1,broken clouds
605,Borovskoy,KZ,53.8,64.15,37.85,86,94,14.52,light rain
606,Kapit,MY,2.0167,112.9333,72.43,100,86,0.54,overcast clouds
607,Bida,NG,9.0833,6.0167,96.57,21,61,2.8,broken clouds
608,Mateo,HN,14.0833,-87.3167,81.01,39,20,6.91,few clouds
609,Pingliang,CN,35.5392,106.6861,43.72,45,0,5.57,clear sky
610,Whitehorse,CA,60.7161,-135.0538,25.57,70,75,11.5,broken clouds
611,Vallenar,CL,-28.5708,-70.7581,79.65,27,0,9.57,clear sky
612,Vanavara,RU,60.34,102.2797,8.46,93,100,5.5,overcast clouds
613,Wasilla,US,61.5814,-149.4394,35.65,53,0,11.5,clear sky
614,Taft,IR,31.7471,54.2088,71.55,13,0,9.22,clear sky
615,Hofn,IS,64.2539,-15.2082,45.46,70,100,7.11,overcast clouds
616,Cap Malheureux,MU,-19.9842,57.6142,74.46,92,100,5.01,heavy intensity rain
617,Nemuro,JP,43.3236,145.575,33.46,80,4,12.37,clear sky
618,Saint-Augustin,CA,51.226,-58.6502,33.12,98,100,13.65,light snow
619,Sur,OM,22.5667,59.5289,82.67,38,13,5.79,few clouds
620,Gotemba,JP,35.3,138.9333,39.72,93,100,3.91,light rain
621,Grandview,US,38.8858,-94.533,59.68,46,20,18.41,few clouds
622,Mehamn,NO,71.0357,27.8492,26.98,88,100,21.9,light snow
623,Ahuimanu,US,21.4447,-157.8378,77.36,71,75,21.85,broken clouds
624,Huron,US,41.1501,-82.5499,46.11,57,71,7.7,broken clouds
625,Burriana,ES,39.889,-0.085,59.13,32,30,16.17,scattered clouds
626,Aykhal,RU,66.0,111.5,10.83,95,100,12.68,light snow
627,Sioux Lookout,CA,50.1001,-91.917,35.67,69,100,9.22,overcast clouds
628,Bajil,YE,15.0584,43.2851,87.01,40,1,4.45,clear sky
629,Kupang,ID,-10.1667,123.5833,76.26,83,5,2.28,clear sky
630,Turmalina,BR,-17.2856,-42.73,88.59,27,3,4.54,clear sky
631,Norsup,VU,-16.0667,167.3833,78.71,88,100,8.59,overcast clouds
632,Male,MV,4.1748,73.5089,85.95,74,20,2.3,few clouds
633,Verkhnevilyuysk,RU,63.4453,120.3167,-5.51,100,91,3.06,overcast clouds
634,Pasighat,IN,28.0667,95.3333,70.77,83,37,3.49,scattered clouds
635,Ko Samui,TH,9.5357,99.9357,83.23,75,100,20.62,overcast clouds
636,Alekseyevsk,RU,57.8406,108.3492,20.61,95,100,8.66,light snow
637,Gat,IL,31.61,34.7642,76.41,39,100,4.52,overcast clouds
638,Qurayyat,SA,31.3318,37.3428,82.58,10,0,0.0,clear sky
639,Bousse,BF,12.6606,-1.8922,100.31,19,70,7.49,broken clouds
640,Port Augusta,AU,-32.5,137.7667,60.64,54,100,6.33,overcast clouds
641,Autazes,BR,-3.5797,-59.1306,82.27,85,99,0.85,moderate rain
642,Goderich,CA,43.7501,-81.7165,36.91,64,87,10.36,overcast clouds
643,Zabol,AF,32.25,67.25,58.24,20,0,8.97,clear sky
644,Nabire,ID,-3.3667,135.4833,76.26,85,100,4.99,overcast clouds
645,Waynesville,US,35.4887,-82.9887,64.11,28,72,7.0,broken clouds
646,Gorontalo,ID,0.5412,123.0595,74.41,95,96,3.11,light rain
647,Shenjiamen,CN,29.9576,122.298,48.9,64,99,11.16,overcast clouds
648,Surman,LY,32.7567,12.5716,61.93,66,0,15.1,clear sky
649,Hauterive,FR,46.0901,3.4459,36.36,94,100,8.41,light snow
650,Kapoeta,SS,4.7717,33.5903,89.96,31,90,16.24,overcast clouds
651,Northam,GB,51.0333,-4.2167,46.65,56,68,7.02,broken clouds
652,Shimoda,JP,34.6667,138.95,45.1,85,100,8.99,light rain
653,Hasanabad,IR,36.5465,61.0543,70.02,28,0,0.0,clear sky
654,Bintulu,MY,3.1667,113.0333,77.41,94,20,1.14,few clouds
655,Shahrud,IR,36.4182,54.9763,62.15,23,3,3.91,clear sky
656,Melfi,IT,40.9965,15.6514,38.5,82,22,6.06,few clouds
657,Togur,RU,58.3631,82.8265,4.59,99,52,1.68,broken clouds
658,Tomatlan,MX,19.9333,-105.25,86.86,35,64,8.95,broken clouds
659,Thoen,TH,17.6129,99.2161,74.5,85,100,1.3,overcast clouds
660,Cabatuan,PH,10.8794,122.486,76.66,78,71,10.33,broken clouds
661,Sobolevo,RU,54.4299,31.8996,30.78,96,100,17.92,light snow
662,Ballymena,GB,54.8636,-6.2763,47.01,76,53,4.38,broken clouds
663,Ahipara,NZ,-35.1667,173.1667,62.46,91,90,2.1,overcast clouds
664,Warman,CA,52.3168,-106.5679,36.09,64,75,12.66,broken clouds
665,Petawawa,CA,45.9001,-77.3328,44.28,45,82,3.0,broken clouds
666,Sulangan,PH,11.1373,123.7228,80.4,81,89,15.75,light rain
667,Mosquera,CO,4.7059,-74.2302,64.49,55,75,6.91,broken clouds
668,Villa San Giovanni,IT,38.2276,15.6386,52.21,71,40,27.63,scattered clouds
669,Gambela,ET,8.25,34.5833,89.67,33,87,2.26,overcast clouds
670,Susanville,US,40.4163,-120.653,53.91,45,18,3.0,few clouds
671,Namie,JP,37.4833,141.0,33.55,75,52,4.29,broken clouds
672,Gangapur,IN,26.4833,76.7167,84.6,7,0,5.68,clear sky
673,Teberda,RU,43.4456,41.7448,46.81,74,25,9.98,scattered clouds
674,Tual,ID,-5.6667,132.75,82.13,64,81,4.68,broken clouds
675,Zvishavane,ZW,-20.3267,30.0665,72.84,53,41,1.39,scattered clouds
676,De-Kastri,RU,51.4667,140.7833,25.9,86,95,4.56,snow
677,Ruwi,OM,23.5996,58.5507,83.89,34,1,4.97,clear sky
678,Ende,ID,-8.8432,121.6623,75.87,87,24,1.74,few clouds
679,Harnosand,SE,62.6323,17.9379,35.62,67,96,11.03,overcast clouds
680,Gayeri,BF,12.6497,0.4931,99.3,20,100,8.63,overcast clouds
681,Livingston,GB,55.9029,-3.5226,46.29,57,20,5.75,few clouds
682,Dingle,PH,10.9995,122.6711,75.85,83,69,7.29,broken clouds
683,Waipawa,NZ,-41.4122,175.5153,53.08,93,35,2.44,scattered clouds
684,Phan Thiet,VN,10.9333,108.1,77.07,84,87,3.94,overcast clouds
685,Cabra,ES,37.4725,-4.4421,55.65,30,56,7.0,broken clouds
686,Maningrida,AU,-12.0667,134.2667,79.25,75,37,3.98,scattered clouds
687,La Baule-Escoublac,FR,47.2922,-2.364,44.71,72,75,8.05,broken clouds
688,Kuzedeyevo,RU,53.3308,87.2019,33.4,100,100,3.6,snow
689,Lardos,GR,36.0942,28.0157,64.22,60,8,2.17,clear sky
690,Severnoye,RU,56.3491,78.3619,26.74,90,100,5.12,overcast clouds
691,Bacolod,PH,10.6667,122.95,78.12,81,97,11.45,overcast clouds
692,Mariestad,SE,58.7097,13.8237,37.87,59,11,5.97,few clouds
693,Konya,TR,38.1667,32.5,63.88,40,98,5.44,overcast clouds
694,Jiaohe,CN,43.7286,127.3447,34.11,56,18,4.32,few clouds
695,Miles City,US,46.4083,-105.8406,49.17,40,0,8.05,clear sky
696,Bentiu,SS,9.2333,29.8333,94.35,12,85,4.47,overcast clouds
697,Hounde,BF,11.5,-3.5167,92.5,35,100,10.09,overcast clouds
698,Kodinsk,RU,58.6881,99.1844,18.09,97,99,4.59,overcast clouds
699,Kajaani,FI,64.2273,27.7285,28.45,86,100,8.05,snow
